CubaSÍ,http://www.cubasi.cu/cubasi-noticias-cuba-mundo-ultima-hora/item/68716-cuba-enviara-brigadas-para-recuperacion-electrica-en-martinica,Cuba (Español),WORLD
CubaSÍ,http://cubasi.cu/cubasi-noticias-cuba-mundo-ultima-hora/item/68707-nicaragua-tilda-de-%E2%80%9Cirracional%E2%80%9D-el-proyecto-de-sanciones-economicas-de-eeuu,Cuba (Español),WORLD
La Demajagua,http://lademajagua.cu/cuba-prestara-ayuda-en-martinica-para-su-recuperacion-electrica/,Cuba (Español),WORLD
Escambray,http://www.escambray.cu/2017/electricos-en-caliente-viajan-hacia-martinica/,Cuba (Español),WORLD
Escambray,http://www.escambray.cu/2017/reclaman-a-trump-aplazar-deuda-de-puerto-rico/,Cuba (Español),WORLD
Diario El País,https://www.elpais.com.uy/informacion/deberian-invertir-promocion-turistica.html,Cuba (Español),WORLD
Diario El País,http://www.elpais.com.uy/mundo/rey-acusa-catalanes-deslealtad-pide-restaurar-orden.html,Cuba (Español),WORLD
Diario El País,https://www.elpais.com.uy/mundo/rey-espana-acusa-dirigentes-catalanes-desleales.html,Cuba (Español),WORLD
Diario El País,https://www.elpais.com.uy/mundo/donald-trump-odio-decirlo-puerto-rico-han-descontrolado-nuestro-presupuesto.html,Cuba (Español),WORLD
Diario El País,https://www.elpais.com.uy/mundo/poca-agua-bicicleta-noches-luz-vela.html,Cuba (Español),WORLD
Prensa Latina,http://prensa-latina.cu/index.php?o=rn&amp;id=121097&amp;SEO=presidente-uruguayo-recibio-a-futuro-director-general-de-la-omt,Cuba (Español),WORLD
Prensa Latina,http://www.prensa-latina.cu/index.php?o=rn&amp;id=121254&amp;SEO=arrestan-a-37-personas-en-operacion-contra-la-mafia-siciliana,Cuba (Español),WORLD
Prensa Latina,http://prensa-latina.cu/index.php?o=rn&amp;id=120413&amp;SEO=gobernador-destaca-prioridades-para-normalizacion-de-puerto-rico,Cuba (Español),WORLD
Prensa Latina,http://prensa-latina.cu/index.php?o=rn&amp;id=121023&amp;SEO=evo-morales-rechaza-expulsion-de-diplomaticos-cubanos-de-ee.-uu,Cuba (Español),WORLD
Prensa Latina,http://www.prensa-latina.cu/index.php?o=rn&amp;id=120786&amp;SEO=presidente-irani-advierte-de-peligros-si-cambian-fronteras-en-region-audio,Cuba (Español),WORLD
Prensa Latina,http://prensa-latina.cu/index.php?o=rn&amp;id=120489&amp;SEO=turquia-aumentara-impuesto-de-vehiculos-un-40-por-ciento,Cuba (Español),WORLD
Prensa Latina,http://www.prensa-latina.cu/index.php?o=rn&amp;id=120476&amp;SEO=seguridad-fronteriza-y-terrorismo-reunen-a-turquia-e-iran,Cuba (Español),WORLD
Prensa Latina,http://prensa-latina.cu/index.php?o=rn&amp;id=120459&amp;SEO=presidentes-de-iran-y-turquia-abordaran-kurdistan-y-crisis-en-siria,Cuba (Español),WORLD
Prensa Latina,http://prensa-latina.cu/index.php?o=rn&amp;id=120459&amp;SEO=presidentes-de-iran-e-turquia-abordaran-kurdistan-y-crisis-en-siria,Cuba (Español),WORLD
Prensa Latina,http://www.prensa-latina.cu/index.php?o=rn&amp;id=120792&amp;SEO=nicaragua-fortalece-su-sistema-de-salud,Cuba (Español),WORLD
Prensa Latina,http://prensa-latina.cu/index.php?o=rn&amp;id=121089&amp;SEO=maduro-y-putin-dialogan-en-el-marco-de-foro-energetico,Cuba (Español),WORLD
Prensa Latina,http://www.prensa-latina.cu/index.php?o=rn&amp;id=121186&amp;SEO=antonio-guterres-visitara-dominica-y-antigua-y-barbuda,Cuba (Español),WORLD
